courseNumber,name,departmentCode,description,credits,professorName
ANSC 314,Wool Evaluation and Grading,ANSC,"1 Lecture Hour. 3 Lab Hours. Evaluation of U.S.D.A. grades for wool and mohair; steps involved in processing raw wool into finished fabric; genetic and environmental factors affecting quality characteristics of wool and mohair; grading, evaluation and selection of fleeces for economic value; oral and written defense of judgments.",2,
ANSC 315,Livestock Judging,ANSC,"1 Lecture Hour. 3 Lab Hours. Selection and evaluation of beef cattle, swine, sheep and horses. Ability to present accurate, clear and concise oral and written reasons stressed. Prerequisites: ANSC 107 and ANSC 108 ; junior or senior classification.",2,
ANSC 316,Equine Selection and Judging,ANSC,1 Lecture Hour. 3 Lab Hours. Detailed evaluation and comparison of horses; selection and critique of athleticism and performance in horses; industry trends addressed; oral and written defense of judgments also explained and expected; required for participation on the Horse Judging Team. Prerequisite: Junior or senior classification or approval of instructor.,2,
ANSC 317,"Meat Selection, Evaluation and Grading",ANSC,"1 Lecture Hour. 3 Lab Hours. Selection and grading of carcasses and wholesale cuts of beef, pork and lamb; principles of evaluation included in carcass contests and progeny testing. Prerequisites: ANSC 107 and ANSC 108 .",2,
ANSC 318,Animal Feeds and Feeding,ANSC,"2 Lecture Hours. 3 Lab Hours. Scientific approaches associated with precision feeding and diet formulation to match nutrient availabilities of feedstuffs with requirements of various classes of livestock species; emphasis on cost-effective feeding strategies to optimize animal productivity, and end-product quality and safety, while mitigating environmental impacts and enhancing animal health and welfare. Prerequisite: Grade of C or better in ANSC 111 , ANSC 113 and ANSC 303/NUTR 303 ; junior cla",3,
ANSC 320,Animal Nutrition and Feeding,ANSC,"3 Lecture Hours. Nutritional functions of water, protein, carbohydrates, fats, minerals and vitamins and their digestion, absorption, use and excretion; energy, protein and forage feedstuff characteristics and processing; nutritional requirements, ration formulation and feeding methods for farm animals; general course for non-animal science majors. Prerequisite: Junior or senior classification or approval of instructor; restricted to students in the college of agriculture and life sciences.",3,
ANSC 325,Advanced Livestock and Product Evaluation,ANSC,"1 Lecture Hour. 3 Lab Hours. Advanced evaluation of cattle, swine, sheep and equine; products produced or associated with each species; advanced oral or written defense of judgments associated with changing trends in these industries. May be repeated three times for credit. Prerequisite: Junior or senior classification.",2,
ANSC 326,Food Bacteriology,ANSC,"3 Lecture Hours. Microbiology of human foods and accessory substances; raw and processed foods; physical, chemical and biological phases of spoilage; standard industry techniques of inspection and control. Prerequisite: Junior or senior classification or approval of instructor. Cross Listing: FSTC 326/ANSC 326 .",3,
ANSC 327,Food Bacteriology Lab,ANSC,3 Lab Hours. Laboratory to accompany ANSC 326/FSTC 326 or FSTC 326/ANSC 326 . Cross Listing: FSTC 327/ANSC 327 .,1,
ANSC 333,Reproduction in Farm Animals,ANSC,"2 Lecture Hours. Physiological principles of reproductive processes in cattle, sheep, swine, and horses including sperm and ova production, estrus, fertilization, gestation and parturition. Prerequisites: Grade of C or better in ANSC 113 or ANSC 303/NUTR 303 .",2,
ANSC 334,Reproduction in Farm Animals Laboratory,ANSC,"0 Lecture Hours. 2 Lab Hours. . Laboratory techniques relevant to reproductive processes in cattle, sheep, swine, and horses including sperm and ova production, estrus, fertilization, gestation, and parturition. Prerequisite: Grade of C or better in ANSC 333 or concurrent enrollment.",1,
ANSC 337,Meat Merchandising,ANSC,"1 Lecture Hour. 3 Lab Hours. Steps of meat processing and merchandising of retail and foodservice; merchandising practices such as selection, identification, fabrication, pricing, packaging and distribution. Prerequisites: ANSC 307 ; junior or senior classification.",2,
ANSC 360,System Dynamics for Animal Sciences,ANSC,"2 Lecture Hours. . System dynamics modeling for the analysis of business policy and strategy; study of visualization of a business organization in terms of structures and policies that create dynamics and regulate performance; emphasis on animal production. Prerequisite: Grade of C or better in ANSC 303/NUTR 303 or ANSC 320 , or approval of the instructor.",2,
ANSC 380,Animal Science for Agricultural Science,ANSC,"3 Lecture Hours. . Preparation to become agriculture, food and natural resources (AFNR) teachers with an opportunity for the expansion of knowledge of the primary livestock species; information relating to breeding and genetics, reproduction, physiology, nutrition, management systems, products and disease; a brief exploration of companion animals. Prerequisite: ANSC 107 and Agricultural Science major.",3,
ANSC 399,Animal Science Experience,ANSC,0 Lecture Hours. Participation in an approved high-impact learning practice; reflection on professional outcomes from animal science body of knowledge; documentation and self-assessment of learning experience at mid and final curriculum points. Prerequisite: Junior or senior classification.,0,
ANSC 404,Behavior and Management of Domestic Animals,ANSC,"3 Lecture Hours. 2 Lab Hours. Application of behavior of cattle, horses, sheep, goats and swine to their management; basic principles, physiology of behavior, perception, training, predators, use of dogs in livestock production, stress and animal welfare. Prerequisites: Grade of C or better in ANSC 305 , ANSC 307 , ANSC 318 and ANSC 333 ; junior or senior classification or approval of instructor.",4,
ANSC 406,Beef Cattle Production and Management,ANSC,"3 Lecture Hours. 2 Lab Hours. Principles involved for profitable and sustainable, integrated beef cattle production as considered from the perspective of the U.S. cow-calf sector and from an overall systems-based approach. Prerequisites: Grade of C or better in ANSC 305 , ANSC 307 , ANSC 318 , and ANSC 333 ; junior or senior classification or approval of instructor.",4,
ANSC 408,Management of Stocker and Feedlot Cattle,ANSC,"3 Lecture Hours. 2 Lab Hours. Basic principles involved in feeding, management, marketing and disease control of stocker and feeder cattle from weaning through slaughter for economical production of beef. Prerequisites: Grade of C or better in ANSC 305 , ANSC 307 , ANSC 318 , and ANSC 333 ; STAT 301 , STAT 302 , STAT 303 , or ANSC 309 ; junior or senior classification.",4,
ANSC 411,Equine Nutrition and Health,ANSC,"3 Lecture Hours. Designed to provide knowledge of nutrition and health in the horse; gastrointestinal anatomy, nutrient utilization, feeding management and nutritional requirements; metabolic diseases, infectious diseases, internal and external parasites, and herd health management. Prerequisite: Junior or senior classification.",3,
ANSC 412,Swine Production and Management,ANSC,"3 Lecture Hours. 2 Lab Hours. Basic principles and their practical application in efficient, economical pork production; all areas of production--breeding and selection, nutrition, housing and equipment, marketing, herd health and economic management. Prerequisites: Grade of C or better in ANSC 305 , ANSC 307 , ANSC 318 , and ANSC 333 ; junior or senior classification or approval of instructor.",4,
ANSC 414,Sheep and Goat Production and Management,ANSC,"3 Lecture Hours. 2 Lab Hours. In-depth hands-on experiences related to sheep and goat production and management providing an advanced understanding of small ruminant production. Prerequisites: Grade of C or better in ANSC 305 , ANSC 307 , ANSC 318 , and ANSC 333 ; junior or senior classification or approval of instructor.",4,
ANSC 415,Brazil: Comparative Ruminant Production,ANSC,3 Lecture Hours. Contrast two scenarios of ruminant production in Brazil; the effects of globalization on the two different production systems. Prerequisites: ANSC 303/NUTR 303 or ANSC 320 or approval of instructor.,3,
ANSC 418,Equine Exercise Physiology,ANSC,"2 Lecture Hours. 2 Lab Hours. Changes within the systems of the horse resulting from the physical stresses of exercise, adaptations of systems in response to a training regimen; methodology for measuring improvement in physical condition; foundation for development of training programs for horses in moderate, intense or prolonged performance activities. Prerequisites: Junior or senior classification and approval of instructor.",3,
ANSC 420,Equine Production and Management,ANSC,"3 Lecture Hours. 2 Lab Hours. Application of biological and biotechnological principles and concepts in areas including genetics, breeding, nutrition, reproduction, immunology, parasitology, anatomy and exercise physiology to efficient production of horses for market; management of equine enterprises. Prerequisite: Grade of C or better in ANSC 305 , ANSC 307 , ANSC 318 , and ANSC 333 ; junior or senior classification or approval of instructor.",4,
ANSC 423,Issues in the Equine Industry,ANSC,1 Lecture Hour. Integration of cumulative knowledge acquired in the equine science curriculum to demonstrate critical thinking and communication skills to address critical issues in the equine industry. Prerequisite: Junior or senior classification; approval of instructor.,1,
ANSC 429,Dairy Production Management,ANSC,"3 Lecture Hours. 2 Lab Hours. Major principles for profitable and sustainable dairy production for a commercial dairy operation; provides hands-on experiences in dairy cattle management; develops critical thinking skills to make dairy cattle management decisions. Prerequisite: Grade of C or better in ANSC 305 , ANSC 307 , ANSC 318 and ANSC 333 ; junior or senior classification or approval of instructor.",4,
ANSC 432,Equine Industry Tour,ANSC,"2 Lecture Hours. . All facets of the Texas Equine Industry, including breed associations, large events, breeding and production operations, large ranches, performance horse training barns, media, history, veterinary medicine, retail, sports medicine, and nutrition; network and gain a holistic perspective on the inner workings of the equine industry. Prerequisites: Junior or senior classification; approval of instructor.",2,
ANSC 434,Animal Reproduction Management,ANSC,"3 Lecture Hours. 2 Lab Hours. Available and emerging technologies including control of ovulation, artificial insemination, embryo manipulation and transfer, in vitro fertilization and animal cloning for managing reproduction of farm animals; hands-on sessions using available technologies including artificial insemination of cattle. Prerequisites: Grade of C or better in ANSC 305 , ANSC 307 , ANSC 318 and ANSC 333 ; junior or senior classification or approval of instructor.",4,
ANSC 436,Texas Panhandle Beef Production Tour,ANSC,2 Lecture Hours. Facets of beef production from cow/calf operations to retail product; experiential knowledge of technologies and practices to enhance efficiency to enlighten students regarding the array of career opportunities in the beef production industry. Prerequisites: Junior or senior classification or approval of instructor.,2,
ANSC 437,Marketing and Grading of Livestock and Meat,ANSC,"3 Lecture Hours. 2 Lab Hours. Study of USDA livestock and carcass grades; understanding current market trends for beef, pork, lamb and goat; review of branded and certified programs; principles applied in contracting, breakeven determination, hedging, and grid or formula pricing. Prerequisite: Junior or senior classification or approval of instructor.",4,
ANSC 439,Feedlot Risk Management,ANSC,"2 Lecture Hours. Advanced study of livestock marketing techniques; cash sales, video sales, futures and options markets, forward contracting; problem solving in real-time livestock marketing situations; risk of ownership of hypothetical livestock operations. Prerequisites: junior or senior classification or approval of instructor.",2,
ANSC 447,Advanced Meat Science and Technology,ANSC,"3 Lecture Hours. 3 Lab Hours. Advanced basic and applied studies of meat science and/or technology utilizing the underlying physiological and structural components for conversion to human food; understanding the influence of pre- and post-harvest factors on meat quality, composition, color, packaging, sensory and preparation factors; applying scientific and business principles to manufacturing and process flow of commercial meat food products and demonstrating knowledge of these principles throu",4,
ANSC 451,Current Issues in Animal Agriculture,ANSC,3 Lecture Hours. 2 Lab Hours. Preparation to project a professional image and the use of communication skills to describe animal agriculture; converse about the strengths and weaknesses of animal agriculture. Prerequisites: Junior or senior classification or approval of instructor.,4,
ANSC 455,System Dynamics for Animal Science,ANSC,"2 Lecture Hours. Exploration of system dynamics modeling emphasizing animal science; mapping of complex system structures; development and testing of computer-based models of animal science. Prerequisites: Grade of C or better in ANSC 303/NUTR 303 or ANSC 320 , or approval of instructor.",2,
ANSC 457,Hazard Analysis and Critical Control Point System,ANSC,"3 Lecture Hours. Hazard Analysis and Critical Control Point (HACCP) principles specifically related to meat and poultry; microbiological and process overviews; good manufacturing practices and standard operating procedures development. Prerequisite: FSTC 326/ANSC 326 or ANSC 326/FSTC 326 , or approval of instructor. Cross Listing: FSTC 457/ANSC 457 .",3,
ANSC 467,Processed Meat Food Operations,ANSC,2 Lecture Hours. 2 Lab Hours. Application of scientific and business principles to manufacturing and process flow of commercial meat food products. Prerequisites: ANSC 307 or FSTC 307 or approval of department head.,3,
ANSC 470,Quality Assurance for the Food Industry,ANSC,3 Lecture Hours. Principles of food system process control including statistical process control (SPC) and the tools required to assure uniform communication and understanding of quality assurance systems. Prerequisite: Junior or senior classification. Cross Listing: FSTC 470/ANSC 470 .,3,
ANSC 481,Seminar,ANSC,1 Lecture Hour. Review of literature and research problems related to the livestock and food industries; preparation of a technical report including an oral presentation supported by a written technical paper. Prerequisite: Senior classification.,1,
ANSC 484,Livestock Practicum,ANSC,2 Other Hours. Provides an opportunity to learn skills required in livestock production; planned for students who have had limited farm and ranch experience in one or more species. Prerequisite: Junior or senior classification in animal science or approval of instructor.,1,
ANSC 485,Directed Studies,ANSC,Credits 0 to 4. 0 to 4 Other Hours. Directed individual study of selected problem in field of animal science. Prerequisites: Junior or senior classification; written approval of professor supervising the activity; 2.0 GPR in major and overall.,0,
ANSC 487,Sensory Evaluation of Foods,ANSC,"2 Lecture Hours. 2 Lab Hours. Application of sensory science principles and practices to food systems including an understanding of discriminative, descriptive and consumer sensory techniques. Prerequisites: CHEM 222 or CHEM 228 ; junior or senior classification. Cross Listing: FSTC 487/ANSC 487 .",3,
ANSC 489,Special Topics in...,ANSC,Credits 1 to 4. 1 to 4 Lecture Hours. 0 to 8 Lab Hours. Selected topics in an identified area of animal science. May be repeated for credit. Prerequisite: Junior or senior classification.,1,
ANSC 491,Research,ANSC,Credits 0 to 4. 0 to 4 Other Hours. Research conducted under the direction of faculty member in animal science. May be repeated 3 times for credit. Registration in multiple sections of this course is possible within a given semester provided that the per semester credit hour limit is not exceeded. Prerequisite: Junior or senior classification and approval of instructor; 2.0 GPR in major and overall.,0,
ANSC 494,Animal Science Internship,ANSC,Credits 0 to 5. 0 to 5 Other Hours. Independent study and supervised field experience related to the student's professional interest. Prerequisites: Junior or senior classification or approval of instructor; 2.0 GPR in major and overall.,0,
ANSC 495,International Agriculture and Animal Production,ANSC,3 Lecture Hours. Study of international agriculture and animal production in the world market; impact on foreign economies and culture; considerations of import and export marketing on products to and from the U.S. to provide students the exposure to international economies and cultures; study abroad. Prerequisites: Grade of C or better in ANSC 107 or approval of instructor.,3,
ANSC 498,Animal Science Capstone,ANSC,"4 Lecture Hours. Senior capstone project for students preparing to enter a career related to animal science or a professional school; individual projects based on a self-selected topic in animal science; includes a paper containing both translational and technical descriptions plus statements regarding the expected financial and social impacts of selected topic. Prerequisites: Grade of C or better in ANSC 303/NUTR 303 , ANSC 307 , ANSC 333 , and ANSC 334 ; senior classification.",4,
ANTH 201,Introduction to Anthropology,ANTH,"3 Lecture Hours. (ANTH 2346, HUMA 2323) Introduction to Anthropology. An introduction to the discipline of anthropology through the examination of its four sub-fields: archaeology, physical anthropology, sociocultural anthropology and linguistics; also taught at Qatar campus.",3,
ANTH 202,Introduction to Archaeology,ANTH,"3 Lecture Hours. (ANTH 2302) Introduction to Archaeology. An introduction to the study of the human past through the retrieval, analysis, and interpretation of material remains; also taught at Galveston campus.",3,
ANTH 204,The Prehistoric World,ANTH,3 Lecture Hours. Exploration of the development of human societies and world prehistory from the beginnings of humanity more than two million years ago to emergence of complex civilizations.,3,
ANTH 205,Peoples and Cultures of the World,ANTH,3 Lecture Hours. Survey of human cultures around the world using case studies of customs and cultural organization; case studies exemplifying contrasting types of cultures and societies.,3,
ANTH 210,Social and Cultural Anthropology,ANTH,"3 Lecture Hours. (ANTH 2351) Social and Cultural Anthropology. Evolution of cultures; differences, similarities and effects of material and non-material culture on economic, social and political organization; also taught at Galveston campus.",3,
ANTH 222,Cross Cultural Competency,ANTH,"3 Lecture Hours. Development of skills vital for effective engagement in an increasingly diverse and interconnected world; personal awareness of biases, attitudes, values, beliefs and ways of knowing; exploration of the impact of culture on our ability to think critically and communicate effectively.",3,
ANTH 225,Introduction to Biological Anthropology,ANTH,"3 Lecture Hours. (ANTH 2301, 2401*) Introduction to Biological Anthropology. Study of human biology including an examination of evolutionary processes acting on human populations; human genetics; non-human primate anatomy, classification and ecology of primates; the primate paleontological record, and human variation and adaptation. Prerequisites: Concurrent registration in ANTH 226 recommended; also taught at Galveston campus.",3,
ANTH 226,Introduction to Biological Anthropology Laboratory,ANTH,"3 Lab Hours. (ANTH 2101, 2401*)Introduction to Biological Anthropology Laboratory. Exploration of basic evolutionary principles through population genetics; hands-on exposure to the fossils of primate and human evolution along with opportunity to measure, compare, contrast and observe trends that have occurred throughout the Cenozoic era. Prerequisites: Concurrent registration in ANTH 225 is recommended; also taught at Galveston campus.",1,
ANTH 229,Introduction to Folklore,ANTH,"3 Lecture Hours. Study of folklore through selected examples of traditional cultures, their beliefs, customs and art forms such as: tales, folksongs, proverbs, riddles and material culture.",3,
ANTH 285,Directed Studies,ANTH,Credits 0 to 3. 0 to 3 Other Hours. For individual research in anthropology on subjects not included in established courses. May be taken two times for credit. Prerequisites: Freshman or sophomore classification and approval of instructor.,0,
ANTH 289,Special Topics In...,ANTH,Credits 1 to 4. 1 to 4 Lecture Hours. 0 to 4 Lab Hours. Selected topics in an identified area of anthropology. May be repeated for credit.,1,
ANTH 291,Research,ANTH,Credits 0 to 3. 0 to 3 Other Hours. Research conducted under the direction of a faculty member in Anthropology. May be taken two times for credit. Prerequisites: Freshman or sophomore classification and approval of instructor.,0,
ANTH 300,Cultural Change and Development,ANTH,3 Lecture Hours. Anthropological strategies for the study of cultural change and the implication of these strategies for the development of Western and non-Western societies.,3,
ANTH 301,Indians of North America,ANTH,"3 Lecture Hours. Native North American cultures from the Arctic to Mesoamerica; their origins, cultures prior to extensive acculturation and their contemporary situations.",3,
ANTH 302,Archaeology of North America,ANTH,"3 Lecture Hours. Overview of archaeology and prehistory of North America from the arrival of humankind through the development of agriculture to Euro-American contact. Prerequisite: ANTH 201 , ANTH 202 , ANTH 204 , ANTH 205 , or ANTH 210 .",3,
ANTH 304,Archaeology Roadshow,ANTH,"3 Lecture Hours. Interdisciplinary field-trip in the archaeology and paleoecology of a specific region; high-impact learning experiences in a field setting. May be repeated two times for credit. Prerequisites: ANTH 201 , ANTH 202 , ANTH 204 , ANTH 205 , or ANTH 225 ; approval of instructor.",3,
ANTH 305,Fundamentals of Anthropological Writing,ANTH,1 Lecture Hour. Basic types of writing expected of anthropology students; emphasis on the subject matter of an upper-division anthropology course in which the student is currently enrolled. Prerequisites: Junior or senior classification and co-enrollment in another upper-division anthropology course (the &quot;companion course&quot;).,1,
ANTH 308,Archaeology of Mesoamerica,ANTH,"3 Lecture Hours. Development of Indian civilizations in Mexico and Guatemala, including prehistory of the Olmec, Maya, Aztec and other regional cultures to the time of the Spanish conquest.",3,
ANTH 312,Fossil Evidence of Human Evolution,ANTH,3 Lecture Hours. Detailed review of fossil antecedents of humans including theoretical implications for an understanding of human evolution. Prerequisite: ANTH 225 or approval of instructor.,3,
ANTH 313,Historical Archaeology,ANTH,"3 Lecture Hours. Use and methods of historical archaeology in locating, documenting, restoring and preserving our historical resources; also taught at Galveston campus.",3,
ANTH 316,Nautical Archaeology,ANTH,"3 Lecture Hours. Nautical Archaelogy Underwater shipwrecks, sunken harbors, and other submerged evidence of human activities; relationship to cultural geography in general; problems of diving technology, surveying and preservation; relevance to modern problems. Prerequisite: Junior or senior classification; also taught at Galveston campus.",3,
ANTH 317,Introduction to Biblical Archaeology,ANTH,3 Lecture Hours. Application of archaeology in biblical research; basic overview of the material cultures that are the setting for the biblical narratives. Cross Listing: RELS 317/ANTH 317 .,3,
ANTH 318,Nautical Archaeology of the Americas,ANTH,"3 Lecture Hours. Seafaring in the Americas from the 16th to the 20th centuries based on shipwreck archaeology; ship construction, exploration, commerce, naval warfare and related activity; influence of seafaring on the cultures, economics and history of the Western Hemisphere; also taught at Galveston campus.",3,
ANTH 323,Nautical Archaeology of the Mediterranean,ANTH,3 Lecture Hours. The archaeology of ancient seafaring in the Mediterranean from the Stone Age through the Roman Empire. Prerequisite: Junior or senior classification.,3,
ANTH 324,Music in World Cultures,ANTH,"3 Lecture Hours. Examination of music from an ethnomusicological perspective focusing on musical performance and the complex interrelationship of music to culture, society and daily life; examination of music from a variety of cultures through a series of case studies. Prerequisite: Junior or senior classification or approval of instructor. Cross Listing: MUSC 324/ANTH 324 .",3,
ANTH 330,Field Research in Anthropology,ANTH,"Credits 1 to 9. 1 to 9 Other Hours. Training for students in formulating and solving anthropological problems through field research; problem oriented field research under supervision. Prerequisites: Grade of C or better in ANTH 201 , ANTH 202 , ANTH 204 , ANTH 205 , ANTH 210 , or ANTH 225 ; approval by instructor.",1,
ANTH 335,Cultures of Central Asia,ANTH,3 Lecture Hours. Study of anthropological research in Central Asia: ecological adaptations; colonialism and post-colonialism; ethnic politics and ethnic conflict; religion and identity; gender and family; globalization and modernization. Prerequisite: Junior or senior classification.,3,
ANTH 340,Folklore and the Supernatural,ANTH,"3 Lecture Hours. Traditional expressions of the supernatural such as superstition, belief tale and divination classified as folklore genres and their relationships to the cultures in which they develop; theories drawn from anthropology, folklore and related social sciences. Prerequisite: Junior or senior classification or approval of instructor. Cross Listing: RELS 340/ANTH 340 .",3,
ANTH 350,European Archaeology,ANTH,3 Lecture Hours. Overview of archaeology and prehistory of Europe from the evolution of the hominids to the development of agriculture and the rise of civilization; also taught at Galveston campus.,3,
ANTH 351,Classical Archaeology,ANTH,"3 Lecture Hours. Origins and spread of Western civilization through the material remains of Minoan, Mycenaen, Etruscan, and early Greek and Roman cultures. Prerequisite: Junior or senior classification or approval of instructor; Galveston campus.",3,
ANTH 353,Archaeology of Ancient Greece,ANTH,"3 Lecture Hours. Archaeology of ancient Greece from the Stone Age until the ascent of Rome in the Hellenistic Period; remains of ancient Greek art (sculpture, mosaic, painting), architecture (temples, homes, civic structures), religion (figurines, votive offerings), and social history (coins, inscriptions). Prerequisite: Junior or senior classification. Cross Listing: CLAS 353/ANTH 353 .",3,
ANTH 354,Archaeology of Ancient Italy,ANTH,"3 Lecture Hours. Archaeology of ancient Italy from the Stone Age until the collapse of the Roman Empire in the fourth century; remains of ancient Etruscan and Roman art (sculpture, mosaic, painting), architecture (temples, homes, civic structures), religion (figurines, votive offerings), and social history (coins, inscriptions). Prerequisite: Junior or senior classification. Cross Listing: CLAS 354/ANTH 354 .",3,
ANTH 360,Ancient Civilizations of the World,ANTH,"3 Lecture Hours. Explores recent discoveries and efforts by archaeologists to understand the rise and fall of states and civilizations that emerged in the Near East, Africa, India, Europe, China, Mesoamerica, and Peru between 3500 BCE and 1500 CE. Prerequisite: Junior or senior classification.",3,
ANTH 370,Cultural Diversity and Ethics,ANTH,"3 Lecture Hours. Examination of the cultural construction of ethical values and how cultural diversity, including beliefs, values and ways of doing business, impacts human technological innovation; focuses on developing a holistic, social-science mindset and application of critical thinking skills.",3,
ANTH 382,Conflict Archaeology and Military History,ANTH,"3 Lecture Hours. Military history; conflict archaeology; human conflict; diplomacy, ethics, and leadership in conflicts; warfare; modern global issues; public service. Prerequisites: Junior or senior classification or approval of instructor. Cross Listing: HIST 382/ANTH 382 .",3,
ANTH 401,Ice Age Humans in North America,ANTH,"3 Lecture Hours. Archaeological, environmental and geological evidence related to the timing of human entry into the Americas and megafaunal extinctions at the end of thePleistocene. Prerequisite: ANTH 202 or equivalent.",3,
ANTH 402,Archaeological Artifact Conservation,ANTH,"3 Lecture Hours. 3 Lab Hours. Analysis of the treatments for artifacts of clay, stone, glass, wood, shell, bone, fiber and metal from archaeological excavations or ethnographic, and historic collections presented in an integrated series of lectures and hands-on laboratory experience. Prerequisite: Junior or senior classification or approval of instructor.",4,
ANTH 403,Anthropology of Religion,ANTH,"3 Lecture Hours. Cross-cultural, theoretical analysis of religion as a cultural phenomenon; exploring the relationships between religion, culture, society and the individual; also taught at Galveston campus. Cross Listing: RELS 403/ANTH 403 .",3,
ANTH 404,Women and Culture,ANTH,"3 Lecture Hours. Examines women's lives in evolutionary and cross-cultural perspective; women's roles in subsistence, politics, religion and economics in traditional cultures; women's roles in international development; the cultural and social construction of women's biology cross-culturally including circumcision, menstruation, pregnancy, childbirth and motherhood. Prerequisite: Junior or senior classification; approval of instructor. Cross Listing: WGST 404/ANTH 404 .",3,
ANTH 405,Introduction to the Primates,ANTH,3 Lecture Hours. Survey of nonhuman primates from ecological and evolutionary perspectives covering numerous topics including: taxonomy; primate evolution; behavioral observation; reproductive strategies; diet; and conservation. Prerequisite: Junior or senior classification.,3,
ANTH 409,"Science, Pseudoscience and Critical Thinking in Anthropology",ANTH,"3 Lecture Hours. Close scrutiny of fantastic claims made across a broad spectrum of media regarding anthropology, biological anthropology and archaeology; distinction of science from pseudoscience; critical evaluation of scientific and pseudoscientific research; evaluation of media portrayal of science; development of critical thinking skills for skeptical investigation of extraordinary claims. Prerequisite: Junior or senior classification or approval of instructor; also taught at Galveston camp",3,
ANTH 410,Anthropological Theory,ANTH,3 Lecture Hours. A systematic examination of the basic principles of anthropology. Prerequisite: ANTH 210 or ANTH 205 .,3,
ANTH 412,Archaeological Theory,ANTH,"3 Lecture Hours. History of scientific archaeological exploration; major theoretical paradigms and movements in archaeological theory; current trends in archaeology; intellectual developments from other disciplines that influenced archaeological thought. Prerequisites: Junior or senior classification, ANTH 202 or approval of instructor.",3,
ANTH 415,Anthropological Writing,ANTH,"3 Lecture Hours. Reading and discussion of the classic genres of anthropological literature; instruction in writing styles and techniques appropriate to each genre, followed by guided writing assignments. Prerequisite: Junior or senior classification.",3,
ANTH 417,Naval Warfare and Warships in Ancient Greece and Rome,ANTH,"3 Lecture Hours. Extensive survey of Greek and Roman warships, naval warfare, naval strategy and tactics drawing upon archaeological evidence, literary documentation and iconographic material, from the Bronze Age (Ancient Egypt and the mythical Trojan War) to the Imperial Roman Navy. Prerequisite: Junior or senior classification. Cross Listing: CLAS 417/ANTH 417 .",3,
ANTH 418,"Romans, Arabs, and Vikings--Seafaring in the Mediterranean during the early Christian Era",ANTH,"3 Lecture Hours. Examination of seafaring, maritime commerce, naval affairs, and shipbuilding in the Mediterranean from the late Roman Period until the fall of Constantinople in 1453. Prerequisite: Junior or senior classification.",3,
ANTH 419,Indians of Texas,ANTH,"3 Lecture Hours. Study of diverse native/immigrant Texas Indian lifeways/cultures from late pre-European to contemporary times; exploration of historical underpinnings, traditional cultures, especially land-use patterns; assessment of tribal relationships with colonial powers, U.S., and Texas governments as evidenced in ethnographic, ethnohistoric, and historical materials; application toward anthropological, archaeological, and human ecology research. Prerequisites: Junior or senior classificat",3,
ANTH 420,"Pirates, Privateers, and Sea Raiders",ANTH,"3 Lecture Hours. History and archaeology of piracy, privateering, and sea raiding from ancient times in the Mediterranean, through the Viking Era in the Northern Atlantic, and the advent of piracy in the New World and Caribbean; sociology of contemporary piracy in Africa and the Indian Ocean; sensationalism of pirate legend and the cultural responses to the influences of the pirate phenomenon, both cinematographic and literary. Prerequisites: Junior or senior classification.",3,
ANTH 421,Advanced Museum Studies,ANTH,"2 Lecture Hours. 3 Lab Hours. Exploration of advanced topics in museum programs; preservation, research, education, outreach; development and implementation; emphasis on historical contexts, disciplinary intersections, ethical obligations and professional responsibilities; service to community, state and national interest and advancement of sciences. Prerequisite: Grade of C or better in MUST 221/ARCH 221 , ARCH 221/MUST 221 , or MAST 220 ; junior or senior classification. Cross Listing: MUST 42",3,
ANTH 423,Bioarchaeology,ANTH,"3 Lecture Hours. Role of human skeletal studies in reconstructing the biological and cultural past of humans; evidence gleaned from human skeletal remains recovered from archaeological sites such as data regarding diet, health, genetics and migration. Prerequisites: ANTH 225 ; junior or senior classification; also taught at Galveston campus.",3,
ANTH 424,Human Evolutionary Ecology: Culture and Cooperation,ANTH,"3 Lecture Hours. Examination of evolutionary perspective to explore culture, cooperation and sociality and subsistence behaviors across a wide variety of human cultures; part of the Human Evolutionary Ecology series along with ANTH 434 . Prerequisite: Junior or senior classification.",3,
ANTH 425,Human Osteology,ANTH,"2 Lecture Hours. 3 Lab Hours. Concepts and methods used by anthropologists to identify, describe and analyze human skeletal remains from forensic and archaeological contexts. Prerequisites: ANTH 225 and ANTH 226 , or VIBS 305 ; junior or senior classification.",3,
ANTH 426,Anthropology of Food and Nutrition,ANTH,"3 Lecture Hours. Anthropological study of human foodways and their nutritional consequences; how environmental, biological and cultural factors interact to produce patternsof food intake, and the effects of such patterns on health, growth and fertility; examples drawn primarily from non-Western societies. Prerequisite: ANTH 201 or ANTH 210 or ANTH 225 or NUTR 202 or approval of instructor.",3,
ANTH 427,Human Biological Variation,ANTH,"3 Lecture Hours. Biological basis of variation in the physical features of modern humans; details of anatomical and physiological differences of living populations to understand their adaptive and historical significance; history of human variation studies rooted in the historical notion of &quot;race.&quot; Prerequisites: ANTH 225 and ANTH 226 , or BIOL 214 or BIOL 225; junior or senior classification.",3,
ANTH 430,Applied Anthropology,ANTH,"3 Lecture Hours. Theory, ethics and practical applications of anthropological methods and concepts as they relate to planned programs of sociocultural change. Prerequisites: ANTH 210 ; junior or senior classification.",3,
